./dataset/fish_egg/D20180325T150016.880000-PN63-1.tiff 4
./dataset/bubble/D20170510T120125.279200-PN4.tiff 5
./dataset/fish_egg/D20180325T150011.780000-PN61-1.tiff 4
./dataset/bubble/D20170511T094417.873290-PN4.tiff 5
./dataset/diatom_chain/D20170508T183722.785090-PN4.tiff 6
./dataset/diatom_chain/D20170508T183611.190715-PN30.tiff 6
./dataset/copepod/D20170927T125827.144631-PN4.tiff 1
./dataset/bubble/D20170621T153943.378329-PN4.tiff 5
./dataset/diatom_chain/D20170508T183611.190715-PN52.tiff 6
./dataset/diatom_chain/D20170508T183637.421169-PN39.tiff 6
./dataset/bubble/D20170621T153551.730337-PN4.tiff 5
./dataset/diatom_chain/D20170508T183733.866316-PN4.tiff 6
./dataset/bubble/D20170511T164244.929809-PN4.tiff 5
./dataset/bubble/D20170510T114624.480697-PN4.tiff 5
./dataset/diatom_chain/D20170509T181410.673413-PN4.tiff 6
./dataset/other/D20170511T095616.236715-PN4.tiff 2
./dataset/faecal_pellets/D20170510T172529.550357-PN4.tiff 3
./dataset/other/D20170511T095647.072958-PN4.tiff 2
./dataset/copepod/D20170620T131904.612032-PN4.tiff 1
./dataset/copepod/D20170511T194936.281561-PN54.tiff 1
./dataset/fish_egg/D20170511T162202.768563-PN69.tiff 4
./dataset/bubble/D20151104T173735.490000-PN4.tiff 5
./dataset/fish_egg/D20180325T150016.880000-PN69-1.tiff 4
./dataset/copepod/D20170927T130000.986291-PN4.tiff 1
./dataset/copepod/D20170510T120355.120169-PN4.tiff 1
./dataset/fish_egg/D20170511T113424.991873-PN49.tiff 4
./dataset/faecal_pellets/D20170511T100444.304950-PN4.tiff 3
./dataset/bubble/D20170621T155508.162881-PN4.tiff 5
./dataset/copepod/D20170927T125858.560367-PN4.tiff 1
./dataset/copepod/D20170927T130116.646110-PN4.tiff 1
./dataset/other/D20170511T170151.857682-PN147.tiff 2
./dataset/fish_egg/D20180325T150018.110000-PN66-1.tiff 4
./dataset/copepod/D20170927T125937.687609-PN4.tiff 1
./dataset/faecal_pellets/D20170510T120332.603372-PN4.tiff 3
./dataset/other/D20170511T101434.794174-PN4.tiff 2
./dataset/bubble/D20151104T173731.290000-PN4.tiff 5
./dataset/bubble/D20170511T163237.996663-PN4.tiff 5
./dataset/fish_egg/D20180325T150016.880000-PN76-1.tiff 4
./dataset/diatom_chain/D20170508T183611.190715-PN114.tiff 6
./dataset/diatom_chain/D20170510T120128.500106-PN4.tiff 6
./dataset/copepod/D20170511T112607.483067-PN4.tiff 1
./dataset/faecal_pellets/D20170510T193750.842436-PN4.tiff 3
./dataset/copepod/D20170619T140830.567479-PN4.tiff 1
./dataset/fish_egg/D20180325T150010.560000-PN52-3.tiff 4
./dataset/diatom_chain/D20170508T183636.014805-PN103.tiff 6
./dataset/fish_egg/D20180325T150008.030000-PN70-1.tiff 4
./dataset/fish_egg/D20180325T150015.630000-PN77-1.tiff 4
./dataset/bubble/D20170511T094234.472027-PN4.tiff 5
./dataset/bubble/D20151104T172646.620000-PN1751.tiff 5
./dataset/faecal_pellets/D20170511T195201.684032-PN8.tiff 3
./dataset/copepod/D20170511T094755.563576-PN4.tiff 1
./dataset/fish_egg/D20180325T150014.560000-PN76-1.tiff 4
./dataset/faecal_pellets/D20170510T114914.016207-PN4.tiff 3
./dataset/faecal_pellets/D20170511T170151.857682-PN147.tiff 3
./dataset/copepod/D20170927T130137.396341-PN4.tiff 1
./dataset/faecal_pellets/D20170509T171914.407581-PN4.tiff 3
./dataset/other/D20170511T162239.148824-PN4.tiff 2
./dataset/fish_egg/D20180325T150009.310000-PN70-2.tiff 4
./dataset/diatom_chain/D20170510T120111.565756-PN4.tiff 6
./dataset/other/D20170621T110539.962112-PN59.tiff 2
./dataset/other/D20170511T194858.281167-PN4.tiff 2
./dataset/other/D20170511T100331.766472-PN4.tiff 2
./dataset/other/D20170511T165208.814433-PN4.tiff 2
./dataset/bubble/D20170509T124722.288888-PN4.tiff 5
./dataset/fish_egg/D20180325T150010.560000-PN54-9.tiff 4
./dataset/fish_egg/D20180325T150015.630000-PN65-2.tiff 4
./dataset/other/D20170511T164617.570544-PN4.tiff 2
./dataset/other/D20170511T162343.029830-PN4.tiff 2
./dataset/diatom_chain/D20170509T172656.407643-PN4.tiff 6
./dataset/other/D20170511T100243.115062-PN4.tiff 2
./dataset/other/D20170511T161040.377787-PN4.tiff 2
./dataset/other/D20170511T095638.181473-PN4.tiff 2
./dataset/copepod/D20170927T130126.404253-PN4.tiff 1
./dataset/bubble/D20170511T100239.236666-PN4.tiff 5
./dataset/copepod/D20170927T130114.879416-PN4.tiff 1
./dataset/copepod/D20170927T130000.417059-PN4.tiff 1
./dataset/faecal_pellets/D20170510T114543.386514-PN4.tiff 3
./dataset/other/D20170511T193546.861106-PN4.tiff 2
./dataset/copepod/D20170927T130132.659763-PN4.tiff 1
./dataset/copepod/D20170927T125858.173523-PN4.tiff 1
./dataset/faecal_pellets/D20170511T191103.651630-PN4.tiff 3
./dataset/fish_egg/D20180325T150013.080000-PN46-2.tiff 4
./dataset/faecal_pellets/D20170511T195033.596609-PN10.tiff 3
./dataset/faecal_pellets/D20170511T195255.602589-PN61.tiff 3
./dataset/diatom_chain/D20170511T161024.518817-PN4.tiff 6
./dataset/diatom_chain/D20170510T141046.611386-PN4.tiff 6
./dataset/copepod/D20170927T125856.092553-PN4.tiff 1
./dataset/diatom_chain/D20170508T183636.640978-PN34.tiff 6
./dataset/diatom_chain/D20170511T191855.684939-PN4.tiff 6
./dataset/faecal_pellets/D20170510T115301.342082-PN4.tiff 3
./dataset/copepod/D20170927T130001.187927-PN4.tiff 1
./dataset/other/D20170511T112655.333501-PN4.tiff 2
./dataset/fish_egg/D20180325T150016.880000-PN44-1.tiff 4
./dataset/faecal_pellets/D20170510T141042.727179-PN4.tiff 3
./dataset/fish_egg/D20180325T150015.630000-PN48-1.tiff 4
./dataset/diatom_chain/D20170621T110539.962112-PN59.tiff 6
./dataset/other/D20170511T193411.248668-PN4.tiff 2
./dataset/diatom_chain/D20170511T161411.143480-PN4.tiff 6
./dataset/faecal_pellets/D20170508T183728.237591-PN4.tiff 3
./dataset/fish_egg/D20180325T150008.030000-PN28-1.tiff 4
./dataset/other/D20170511T191533.326497-PN4.tiff 2
./dataset/copepod/D20170927T130000.801611-PN4.tiff 1
./dataset/fish_egg/D20180325T150013.080000-PN84-1.tiff 4
./dataset/faecal_pellets/D20170508T184015.083750-PN4.tiff 3
./dataset/fish_egg/D20180325T150006.810000-PN76-2.tiff 4
./dataset/fish_egg/D20180325T150013.080000-PN76-3.tiff 4
./dataset/fish_egg/D20180325T150008.030000-PN62-1.tiff 4
./dataset/other/D20170511T185709.412803-PN4.tiff 2
./dataset/faecal_pellets/D20170511T190721.379789-PN73.tiff 3
./dataset/diatom_chain/D20170508T183634.768515-PN101.tiff 6
./dataset/other/D20170511T183429.324174-PN4.tiff 2
./dataset/bubble/D20170621T154309.147341-PN4.tiff 5
./dataset/bubble/D20170510T120028.490290-PN4.tiff 5
./dataset/diatom_chain/D20170511T170413.721662-PN4.tiff 6
./dataset/diatom_chain/D20170510T120135.910092-PN4.tiff 6
./dataset/diatom_chain/D20170508T183632.880935-PN53.tiff 6
./dataset/faecal_pellets/D20170511T195302.592166-PN4.tiff 3
./dataset/copepod/D20170927T130000.618308-PN4.tiff 1
./dataset/bubble/D20170511T163234.739219-PN4.tiff 5
./dataset/faecal_pellets/D20170508T183902.662687-PN4.tiff 3
./dataset/copepod/D20170511T195002.793646-PN37.tiff 1
./dataset/faecal_pellets/D20170511T111736.994806-PN4.tiff 3
./dataset/fish_egg/D20180325T150013.080000-PN26-1.tiff 4
./dataset/other/D20170511T095615.914732-PN4.tiff 2
./dataset/bubble/D20151104T173625.160000-PN7.tiff 5
./dataset/diatom_chain/D20170510T114635.474084-PN4.tiff 6
./dataset/diatom_chain/D20170509T172604.718986-PN4.tiff 6
./dataset/copepod/D20170620T115047.915011-PN4.tiff 1
./dataset/bubble/D20170511T095333.945289-PN4.tiff 5
./dataset/other/D20170511T113624.210447-PN4.tiff 2
./dataset/faecal_pellets/D20170511T195302.753015-PN8.tiff 3
./dataset/bubble/D20170621T153942.212174-PN4.tiff 5
./dataset/copepod/D20170511T094756.687298-PN4.tiff 1
./dataset/diatom_chain/D20170619T143144.677360-PN725.tiff 6
./dataset/other/D20170511T190148.497875-PN4.tiff 2
./dataset/faecal_pellets/D20170511T195356.764195-PN3.tiff 3
./dataset/diatom_chain/D20170508T183632.725277-PN80.tiff 6
